"age"	"hours"	"edu"	"race"	"mari.sta"	"workclass"	"gender"	"income"
"2833"	36	75	"Master"	"Black"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"2834"	49	43	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2835"	31	25	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2836"	65	35	"HighGrad"	"White"	"Widow"	"Local-gov"	"Female"	"<=50K"
"2837"	56	40	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"2838"	38	40	"Bachelors"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"2839"	70	40	"dropout"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"2840"	37	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"2841"	43	60	"Master"	"White"	"Married"	"Federal-gov"	"Male"	"<=50K"
"2842"	28	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2843"	42	15	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2844"	30	6	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"2845"	77	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2846"	33	20	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"2847"	17	25	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2848"	59	44	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"2849"	44	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2850"	33	40	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2851"	17	20	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2852"	22	25	"Community"	"White"	"Not_married"	"Private"	"Male"	">50K"
"2853"	43	40	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"2854"	42	40	"Community"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"2855"	26	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2856"	47	40	"Master"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"2857"	28	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2858"	33	35	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2859"	52	19	"HighGrad"	"White"	"Widow"	"Private"	"Male"	"<=50K"
"2860"	44	40	"dropout"	"Asian-Pac-Islander"	"Separated"	"Private"	"Female"	"<=50K"
"2861"	25	70	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2862"	23	52	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2863"	29	30	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2864"	21	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2865"	31	37	"HighGrad"	"Black"	"Not_married"	"State-gov"	"Female"	"<=50K"
"2866"	42	55	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2867"	39	42	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2868"	54	40	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"2869"	17	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2870"	63	20	"Bachelors"	"Black"	"Widow"	"Private"	"Female"	"<=50K"
"2871"	46	40	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"2872"	62	45	"Master"	"White"	"Not_married"	"Local-gov"	"Female"	">50K"
"2873"	54	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2874"	22	45	"HighGrad"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"2875"	61	50	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2876"	73	20	"HighGrad"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"2877"	52	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2878"	24	60	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2879"	35	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"2880"	41	20	"Community"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"2881"	31	55	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2882"	53	40	"Community"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"2883"	25	60	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2884"	19	10	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2885"	36	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"2886"	42	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2887"	45	50	"PhD"	"White"	"Married"	"Private"	"Male"	">50K"
"2888"	33	45	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"2889"	26	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2890"	33	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2891"	33	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2892"	36	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2893"	21	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2894"	17	15	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2895"	45	35	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2896"	45	40	"Community"	"White"	"Married"	"State-gov"	"Male"	">50K"
"2897"	41	60	"Master"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"2898"	24	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2899"	57	40	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"2900"	48	30	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2901"	31	50	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"2902"	33	55	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"2903"	41	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"2904"	41	40	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2905"	63	25	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2906"	39	18	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2907"	28	45	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"2908"	42	80	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"2909"	18	20	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2910"	22	40	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"2911"	42	55	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2912"	47	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2913"	33	43	"HighGrad"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"2914"	34	35	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2915"	18	10	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2916"	66	40	"dropout"	"Black"	"Married"	"Private"	"Male"	"<=50K"
"2917"	39	55	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"2918"	35	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2919"	56	35	"HighGrad"	"White"	"Separated"	"State-gov"	"Female"	"<=50K"
"2920"	46	42	"Master"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"2921"	21	40	"Community"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"2922"	66	20	"Community"	"White"	"Widow"	"Local-gov"	"Male"	"<=50K"
"2923"	25	30	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2924"	57	47	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2925"	28	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2926"	38	50	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"2927"	57	55	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"2928"	24	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2929"	36	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2930"	42	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2931"	32	40	"Master"	"White"	"Married"	"State-gov"	"Male"	">50K"
"2932"	35	50	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"2933"	40	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2934"	26	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2935"	41	55	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"2936"	50	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2937"	20	10	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2938"	36	65	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"2939"	25	45	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2940"	62	43	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"2941"	22	35	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2942"	52	40	"Community"	"White"	"Widow"	"Federal-gov"	"Male"	">50K"
"2943"	52	45	"dropout"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"2944"	48	60	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"2945"	70	15	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"2946"	41	40	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"2947"	21	60	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"2948"	39	55	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2949"	29	60	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2950"	28	35	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2951"	31	40	"HighGrad"	"Black"	"Married"	"Private"	"Male"	"<=50K"
"2952"	23	20	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2953"	54	40	"Community"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"2954"	73	77	"HighGrad"	"White"	"Widow"	"Self-emp-not-inc"	"Male"	"<=50K"
"2955"	29	35	"Bachelors"	"Black"	"Married"	"State-gov"	"Female"	"<=50K"
"2956"	22	10	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"2957"	57	40	"Master"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"2958"	41	32	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"2959"	39	70	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2960"	25	40	"Community"	"White"	"Separated"	"State-gov"	"Male"	">50K"
"2961"	74	20	"dropout"	"White"	"Married"	"Without-pay"	"Male"	"<=50K"
"2962"	45	40	"HighGrad"	"White"	"Married"	"Private"	"Female"	">50K"
"2963"	18	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"2964"	24	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2965"	45	20	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2966"	32	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2967"	53	48	"Community"	"White"	"Separated"	"Local-gov"	"Male"	"<=50K"
"2968"	50	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2969"	35	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2970"	24	45	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2971"	32	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"2972"	21	25	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2973"	42	50	"Master"	"White"	"Separated"	"Private"	"Male"	">50K"
"2974"	37	44	"Community"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"2975"	53	75	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"2976"	34	30	"dropout"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"2977"	29	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"2978"	55	62	"Master"	"White"	"Widow"	"Private"	"Male"	">50K"
"2979"	29	45	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2980"	70	16	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2981"	26	40	"HighGrad"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"2982"	51	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"2983"	58	50	"HighGrad"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"2984"	27	55	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2985"	17	18	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2986"	29	52	"Bachelors"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"2987"	26	20	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2988"	31	45	"HighGrad"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	">50K"
"2989"	22	30	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2990"	28	40	"HighGrad"	"Black"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"2991"	28	45	"Community"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"2992"	20	24	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"2993"	58	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"2994"	34	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2995"	32	40	"HighGrad"	"Other"	"Not_married"	"Private"	"Male"	"<=50K"
"2996"	19	45	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"2997"	35	32	"dropout"	"Black"	"Married"	"Local-gov"	"Female"	"<=50K"
"2998"	21	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"2999"	49	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3000"	34	60	"Master"	"White"	"Not_married"	"Private"	"Male"	">50K"
"3001"	37	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3002"	36	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3003"	44	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3004"	39	40	"Master"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"3005"	36	40	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"3006"	53	40	"Bachelors"	"Black"	"Separated"	"Private"	"Male"	"<=50K"
"3007"	24	37	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3008"	40	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3009"	47	50	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"3010"	18	8	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3011"	32	38	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"3012"	21	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3013"	27	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3014"	29	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"3015"	34	45	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"3016"	45	50	"Master"	"White"	"Not_married"	"State-gov"	"Female"	">50K"
"3017"	43	45	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3018"	63	48	"Community"	"White"	"Married"	"Federal-gov"	"Male"	"<=50K"
"3019"	26	50	"HighGrad"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"3020"	42	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"3021"	21	20	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3022"	36	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3023"	44	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"3024"	18	30	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3025"	69	16	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3026"	40	70	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3027"	37	18	"HighGrad"	"Amer-Indian-Eskimo"	"Not_married"	"Private"	"Male"	"<=50K"
"3028"	39	60	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"3029"	57	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3030"	28	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3031"	23	20	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"3032"	20	30	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3033"	46	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3034"	44	16	"Master"	"White"	"Separated"	"State-gov"	"Male"	"<=50K"
"3035"	31	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3036"	24	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3037"	54	35	"Bachelors"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3038"	28	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3039"	30	45	"Bachelors"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"3040"	42	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3041"	17	15	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3042"	32	72	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3043"	25	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3044"	49	50	"Master"	"White"	"Widow"	"Self-emp-inc"	"Male"	">50K"
"3045"	35	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3046"	32	40	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"3047"	17	25	"dropout"	"White"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"3048"	61	40	"Master"	"White"	"Married"	"Federal-gov"	"Female"	">50K"
"3049"	56	40	"HighGrad"	"White"	"Widow"	"Private"	"Male"	"<=50K"
"3050"	50	51	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3051"	32	42	"Community"	"Amer-Indian-Eskimo"	"Married"	"Private"	"Male"	"<=50K"
"3052"	41	40	"Community"	"Black"	"Separated"	"Private"	"Male"	"<=50K"
"3053"	41	65	"Master"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"3054"	19	20	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3055"	18	20	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3056"	25	40	"Bachelors"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"3057"	21	35	"HighGrad"	"Other"	"Not_married"	"Private"	"Female"	"<=50K"
"3058"	34	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3059"	31	65	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3060"	36	60	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3061"	19	30	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3062"	35	45	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3063"	39	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3064"	30	34	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"3065"	59	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3066"	28	30	"Community"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"3067"	47	23	"PhD"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3068"	27	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3069"	56	52	"HighGrad"	"Black"	"Married"	"Private"	"Male"	">50K"
"3070"	18	20	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3071"	56	24	"HighGrad"	"White"	"Married"	"Private"	"Female"	">50K"
"3072"	40	65	"Bachelors"	"White"	"Not_married"	"Self-emp-inc"	"Male"	">50K"
"3073"	39	40	"Community"	"Black"	"Married"	"Self-emp-inc"	"Male"	">50K"
"3074"	24	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3075"	23	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3076"	36	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"3077"	55	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3078"	23	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3079"	39	50	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"3080"	32	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3081"	32	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3082"	17	32	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3083"	29	35	"Bachelors"	"White"	"Married"	"Private"	"Female"	"<=50K"
"3084"	54	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3085"	37	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3086"	48	20	"Master"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3087"	17	25	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3088"	41	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3089"	43	60	"Community"	"White"	"Separated"	"Self-emp-not-inc"	"Female"	"<=50K"
"3090"	29	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"3091"	43	70	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3092"	46	42	"HighGrad"	"White"	"Separated"	"Federal-gov"	"Male"	"<=50K"
"3093"	42	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"3094"	36	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3095"	31	75	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"3096"	60	70	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"3097"	50	40	"Community"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	">50K"
"3098"	30	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3099"	22	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3100"	57	37	"Bachelors"	"Other"	"Married"	"State-gov"	"Male"	"<=50K"
"3101"	43	38	"Bachelors"	"Black"	"Separated"	"Private"	"Male"	"<=50K"
"3102"	58	70	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3103"	26	40	"Bachelors"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"3104"	26	40	"Community"	"Amer-Indian-Eskimo"	"Married"	"Private"	"Male"	"<=50K"
"3105"	38	50	"Community"	"White"	"Not_married"	"Private"	"Female"	">50K"
"3106"	26	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3107"	59	50	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"3108"	41	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3109"	21	4	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"3110"	30	40	"HighGrad"	"Black"	"Separated"	"Private"	"Male"	"<=50K"
"3111"	36	80	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3112"	43	44	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"3113"	68	30	"dropout"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"3114"	18	30	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3115"	23	30	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"3116"	43	40	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"3117"	44	30	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3118"	43	55	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3119"	59	40	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"3120"	35	25	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3121"	61	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"3122"	52	60	"Community"	"White"	"Married"	"State-gov"	"Male"	">50K"
"3123"	37	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"3124"	30	20	"Master"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"3125"	38	50	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3126"	46	35	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3127"	22	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3128"	64	40	"Community"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"3129"	45	50	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3130"	31	50	"Community"	"Black"	"Married"	"Local-gov"	"Male"	">50K"
"3131"	20	60	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3132"	29	35	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3133"	23	20	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3134"	62	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"3135"	41	60	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"3136"	42	40	"Bachelors"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"3137"	31	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3138"	25	50	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3139"	61	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3140"	27	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3141"	40	50	"HighGrad"	"Black"	"Married"	"Private"	"Male"	"<=50K"
"3142"	49	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"3143"	21	45	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3144"	22	20	"Bachelors"	"Black"	"Not_married"	"State-gov"	"Male"	"<=50K"
"3145"	24	55	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3146"	37	4	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"3147"	46	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"3148"	35	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"3149"	41	50	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"3150"	23	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"3151"	34	60	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"3152"	39	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
